article, year, half, quartile
2442, 13, 2, 3
2443, 13, 2, 3
2444, 13, 2, 3
2445, 13, 2, 3
2446, 13, 2, 3
2447, 13, 2, 3
2448, 13, 2, 3
2449, 13, 2, 3
2450, 13, 2, 3
2451, 13, 2, 3
2452, 13, 2, 3
2453, 13, 2, 3
2454, 13, 2, 3
2455, 13, 2, 3
2456, 13, 2, 3
2457, 13, 2, 3
2458, 13, 2, 3
2459, 13, 2, 3
2460, 13, 2, 3
2461, 13, 2, 3
2462, 13, 2, 3
2463, 13, 2, 3
2464, 13, 2, 3
2465, 13, 2, 3
2466, 13, 2, 3
2467, 13, 2, 3
2468, 13, 2, 3
2469, 13, 2, 3
2470, 13, 2, 3
2471, 13, 2, 3
2472, 13, 2, 3
2473, 13, 2, 3
2474, 13, 2, 3
2475, 13, 2, 3
2476, 13, 2, 4
2477, 13, 2, 4
2478, 13, 2, 4
2479, 13, 2, 4
2481, 13, 2, 4
2483, 13, 2, 4
2484, 13, 2, 4
2485, 13, 2, 4
2486, 13, 2, 4
2488, 13, 2, 4
2489, 13, 2, 4
2490, 13, 2, 4
2491, 13, 2, 4
2492, 13, 2, 4
2493, 13, 2, 4
2494, 13, 2, 4
2495, 13, 2, 4
2496, 13, 2, 4
2497, 13, 2, 4
2499, 13, 2, 4
2500, 13, 2, 4
2501, 13, 2, 4
2502, 13, 2, 4
2503, 13, 2, 4
2504, 13, 2, 4
2505, 13, 2, 4
2506, 13, 2, 4
2507, 13, 2, 4
2508, 13, 2, 4
2509, 13, 2, 4
2512, 13, 2, 4
2513, 13, 2, 4
2514, 13, 2, 4
2515, 13, 2, 4
2516, 13, 2, 4
2517, 13, 2, 4
2518, 13, 2, 4
2519, 13, 2, 4
2520, 13, 2, 4
2521, 13, 2, 4
2522, 13, 2, 4
2523, 13, 2, 4
2524, 13, 2, 4
2525, 13, 2, 4
2526, 13, 2, 4
2527, 13, 2, 4
2528, 13, 2, 4
2529, 13, 2, 4
2531, 13, 2, 4
2532, 13, 2, 4
2533, 13, 2, 4
2534, 13, 2, 4
2535, 13, 2, 4
2536, 13, 2, 4
2537, 13, 2, 4
2538, 13, 2, 4
2539, 13, 2, 4
2540, 13, 2, 4
2541, 13, 2, 4
2542, 13, 2, 4
2543, 13, 2, 4
2544, 13, 2, 4
2545, 13, 2, 4
2546, 13, 2, 4
2547, 13, 2, 4
2548, 13, 2, 4
2549, 13, 2, 4
2550, 13, 2, 4
2551, 13, 2, 4
2552, 13, 2, 4
2553, 13, 2, 4
2554, 13, 2, 4
2555, 13, 2, 4
2556, 13, 2, 4
2557, 13, 2, 4
2558, 13, 2, 4
2559, 13, 2, 4
2560, 13, 2, 4
2561, 13, 2, 4
2562, 13, 2, 4
2563, 13, 2, 4
2564, 13, 2, 4
2565, 13, 2, 4
2566, 13, 2, 4
2567, 13, 2, 4
2568, 13, 2, 4
2569, 13, 2, 4
2570, 13, 2, 4
2571, 13, 2, 4
2572, 13, 2, 4
2573, 13, 2, 4
2574, 13, 2, 4
2575, 13, 2, 4
2576, 13, 2, 4
2577, 13, 2, 4
2578, 13, 2, 4
2579, 13, 2, 4
2580, 13, 2, 4
2581, 13, 2, 4
2582, 13, 2, 4
2583, 13, 2, 4
2584, 13, 2, 4
2585, 13, 2, 4
2586, 13, 2, 4
2587, 13, 2, 4
2588, 13, 2, 4
2589, 13, 2, 4
2591, 13, 2, 4
2592, 13, 2, 4
2595, 13, 2, 4
2596, 13, 2, 4
2597, 13, 2, 4
2598, 13, 2, 4
2599, 13, 2, 4
2600, 13, 2, 4
2601, 13, 2, 4
2602, 13, 2, 4
2603, 13, 2, 4
2604, 13, 2, 4
2605, 13, 2, 4
2606, 13, 2, 4
2607, 13, 2, 4
2608, 13, 2, 4
2609, 13, 2, 4
2610, 13, 2, 4
2611, 13, 2, 4
2612, 13, 2, 4
2613, 13, 2, 4
2614, 13, 2, 4
2615, 13, 2, 4
2616, 13, 2, 4
2617, 13, 2, 4
2618, 13, 2, 4
2619, 13, 2, 4
2620, 13, 2, 4
2621, 13, 2, 4
2622, 13, 2, 4
2623, 13, 2, 4
2624, 13, 2, 4
2625, 13, 2, 4
2626, 13, 2, 4
2627, 13, 2, 4
2628, 13, 2, 4
2629, 13, 2, 4
2630, 13, 2, 4
2631, 13, 2, 4
2632, 13, 2, 4
2633, 13, 2, 4
2634, 13, 2, 4
2635, 13, 2, 4
2636, 13, 2, 4
2637, 13, 2, 4
2638, 13, 2, 4
2639, 13, 2, 4
2640, 13, 2, 4
2641, 13, 2, 4
2642, 13, 2, 4
2643, 13, 2, 4
2644, 13, 2, 4
2645, 13, 2, 4
2646, 13, 2, 4
2647, 13, 2, 4
2648, 13, 2, 4
2649, 13, 2, 4
2650, 13, 2, 4
2651, 13, 2, 4
2652, 13, 2, 4
2653, 13, 2, 4
2654, 13, 2, 4
2655, 13, 2, 4
2656, 13, 2, 4
2657, 13, 2, 4
2658, 13, 2, 4
2659, 13, 2, 4
2660, 13, 2, 4
2661, 13, 2, 4
2662, 13, 2, 4
2663, 13, 2, 4
2664, 13, 2, 4
2665, 13, 2, 4
2666, 13, 2, 4
2667, 13, 2, 4
2668, 13, 2, 4
2669, 13, 2, 4
2670, 13, 2, 4
2671, 13, 2, 4
2672, 13, 2, 4
2673, 13, 2, 4
2674, 13, 2, 4
2675, 13, 2, 4
2676, 13, 2, 4
2677, 13, 2, 4
2678, 13, 2, 4
2680, 13, 2, 4
2681, 13, 2, 4
2682, 13, 2, 4
2683, 13, 2, 4
2684, 13, 2, 4
2685, 13, 2, 4
2686, 13, 2, 4
2687, 13, 2, 4
2688, 13, 2, 4
2689, 13, 2, 4
2690, 13, 2, 4
2691, 13, 2, 4
2692, 13, 2, 4
2693, 13, 2, 4
2694, 13, 2, 4
2695, 13, 2, 4
2696, 13, 2, 4
2697, 13, 2, 4
2698, 13, 2, 4
2699, 13, 2, 4
2700, 13, 2, 4
2701, 13, 2, 4
2702, 13, 2, 4
2703, 13, 2, 4
2704, 13, 2, 4
2705, 13, 2, 4
2706, 13, 2, 4
2707, 13, 2, 4
2708, 13, 2, 4
2709, 13, 2, 4
2710, 13, 2, 4
2711, 13, 2, 4
2712, 13, 2, 4
2713, 13, 2, 4
2714, 13, 2, 4
2715, 13, 2, 4
2716, 13, 2, 4
2717, 13, 2, 4
2718, 13, 2, 4
2719, 13, 2, 4
2720, 13, 2, 4
2721, 13, 2, 4
2722, 13, 2, 4
2723, 13, 2, 4
2724, 13, 2, 4
2725, 13, 2, 4
2726, 13, 2, 4
2727, 13, 2, 4
2728, 13, 2, 4
2729, 13, 2, 4
2730, 13, 2, 4
2731, 13, 2, 4
2732, 13, 2, 4
2733, 13, 2, 4
2734, 13, 2, 4
2735, 13, 2, 4
2736, 13, 2, 4
2737, 13, 2, 4
2738, 13, 2, 4
2739, 13, 2, 4
2740, 13, 2, 4
2741, 13, 2, 4
2742, 13, 2, 4
2743, 13, 2, 4
2744, 13, 2, 4
2745, 13, 2, 4
2746, 13, 2, 4
2747, 13, 2, 4
2748, 13, 2, 4
2749, 13, 2, 4
2750, 13, 2, 4
2751, 13, 2, 4
2752, 13, 2, 4
2753, 13, 2, 4
2754, 13, 2, 4
2755, 13, 2, 4
2756, 13, 2, 4
2757, 13, 2, 4
2758, 13, 2, 4
2759, 13, 2, 4
2760, 13, 2, 4
2761, 13, 2, 4
2762, 13, 2, 4
2763, 13, 2, 4
2764, 13, 2, 4
2765, 13, 2, 4
2766, 13, 2, 4
2767, 13, 2, 4
2768, 13, 2, 4
2769, 13, 2, 4
2770, 13, 2, 4
2771, 13, 2, 4
2772, 13, 2, 4
2773, 13, 2, 4
2774, 13, 2, 4
2775, 13, 2, 4
2776, 13, 2, 4
2777, 13, 2, 4
2778, 13, 2, 4
2779, 13, 2, 4
2780, 13, 2, 4
2781, 13, 2, 4
2782, 13, 2, 4
2783, 13, 2, 4
2784, 13, 2, 4
2785, 13, 2, 4
2786, 13, 2, 4
2787, 13, 2, 4
2788, 13, 2, 4
2789, 13, 2, 4
2790, 13, 2, 4
2791, 13, 2, 4
2792, 13, 2, 4
2793, 13, 2, 4
2794, 13, 2, 4
2795, 13, 2, 4
2796, 13, 2, 4
2797, 13, 2, 4
2798, 13, 2, 4
2799, 13, 2, 4
2800, 13, 2, 4
2801, 13, 2, 4
2802, 13, 2, 4
2803, 13, 2, 4
2804, 13, 2, 4
2805, 13, 2, 4
2806, 13, 2, 4
2807, 13, 2, 4
2808, 13, 2, 4
2809, 13, 2, 4
2810, 13, 2, 4
2811, 13, 2, 4
2812, 13, 2, 4
2814, 13, 2, 4
2815, 13, 2, 4
2816, 13, 2, 4
2817, 13, 2, 4
2818, 13, 2, 4
2819, 13, 2, 4
2820, 13, 2, 4
2821, 13, 2, 4
2822, 13, 2, 4
2823, 13, 2, 4
2824, 13, 2, 4
2825, 13, 2, 4
2826, 13, 2, 4
2827, 13, 2, 4
2828, 13, 2, 4
2829, 13, 2, 4
2830, 13, 2, 4
2831, 13, 2, 4
2832, 13, 2, 4
2833, 13, 2, 4
2834, 13, 2, 4
2835, 13, 2, 4
2836, 13, 2, 4
2837, 13, 2, 4
2838, 13, 2, 4
2839, 13, 2, 4
2840, 13, 2, 4
2841, 13, 2, 4
2842, 13, 2, 4
2843, 13, 2, 4
2844, 13, 2, 4
2845, 13, 2, 4
2846, 13, 2, 4
2847, 13, 2, 4
2848, 13, 2, 4
2849, 13, 2, 4
2850, 13, 2, 4
2851, 13, 2, 4
2852, 13, 2, 4
2853, 13, 2, 4
2854, 13, 2, 4
2855, 13, 2, 4
2856, 13, 2, 4
2857, 13, 2, 4
2858, 13, 2, 4
2859, 13, 2, 4
2860, 13, 2, 4
2861, 13, 2, 4
2862, 13, 2, 4
2863, 13, 2, 4
2864, 13, 2, 4
2865, 13, 2, 4
2866, 13, 2, 4
2867, 13, 2, 4
2868, 13, 2, 4
2869, 13, 2, 4
2870, 13, 2, 4
2871, 13, 2, 4
2872, 13, 2, 4
2873, 13, 2, 4
2874, 13, 2, 4
2875, 13, 2, 4
2876, 13, 2, 4
2877, 13, 2, 4
2878, 13, 2, 4
2879, 13, 2, 4
2880, 13, 2, 4
2881, 13, 2, 4
2882, 13, 2, 4
2883, 13, 2, 4
2884, 13, 2, 4
2885, 13, 2, 4
2886, 13, 2, 4
2887, 13, 2, 4
2888, 13, 2, 4
2889, 13, 2, 4
2890, 13, 2, 4
2891, 13, 2, 4
2892, 13, 2, 4
2893, 13, 2, 4
2894, 13, 2, 4
2895, 13, 2, 4
2896, 13, 2, 4
2897, 13, 2, 4
2898, 13, 2, 4
2899, 13, 2, 4
2900, 13, 2, 4
2901, 13, 2, 4
2902, 13, 2, 4
2903, 13, 2, 4
2904, 13, 2, 4
2905, 13, 2, 4
2906, 13, 2, 4
2907, 13, 2, 4
2908, 13, 2, 4
2909, 13, 2, 4
2910, 13, 2, 4
2911, 13, 2, 4
2912, 13, 2, 4
2913, 13, 2, 4
2914, 13, 2, 4
2915, 13, 2, 4
2916, 13, 2, 4
2917, 13, 2, 4
2918, 13, 2, 4
2919, 13, 2, 4
2920, 13, 2, 4
2921, 13, 2, 4
2922, 13, 2, 4
2923, 13, 2, 4
2924, 13, 2, 4
2925, 13, 2, 4
2926, 13, 2, 4
2927, 13, 2, 4
2928, 13, 2, 4
2929, 13, 2, 4
2930, 13, 2, 4
2931, 13, 2, 4
2932, 13, 2, 4
2933, 13, 2, 4
2934, 13, 2, 4
2935, 13, 2, 4
2936, 13, 2, 4
2937, 13, 2, 4
2938, 13, 2, 4
2939, 13, 2, 4
2940, 13, 2, 4
2941, 13, 2, 4
2942, 13, 2, 4
2943, 13, 2, 4
2944, 13, 2, 4
2945, 13, 2, 4
2946, 13, 2, 4
2947, 13, 2, 4
2948, 13, 2, 4
2949, 13, 2, 4
2950, 13, 2, 4
2951, 13, 2, 4
2952, 13, 2, 4
2953, 13, 2, 4
2954, 13, 2, 4
2955, 13, 2, 4
2956, 13, 2, 4
2957, 13, 2, 4
2958, 13, 2, 4
2959, 13, 2, 4
2960, 13, 2, 4
2961, 13, 2, 4
2962, 13, 2, 4
2963, 13, 2, 4
2964, 13, 2, 4
2965, 13, 2, 4
2966, 13, 2, 4
2967, 13, 2, 4
2968, 13, 2, 4
2969, 13, 2, 4
2970, 13, 2, 4
2971, 13, 2, 4
2972, 13, 2, 4
2973, 13, 2, 4
2974, 13, 2, 4
2975, 13, 2, 4
2976, 13, 2, 4
2977, 13, 2, 4
2978, 13, 2, 4
2979, 13, 2, 4
2981, 13, 2, 4
2982, 13, 2, 4
2983, 13, 2, 4
2984, 13, 2, 4
2985, 13, 2, 4
2986, 13, 2, 4
2987, 13, 2, 4
2988, 13, 2, 4
2989, 13, 2, 4
2990, 13, 2, 4
2991, 13, 2, 4
2992, 13, 2, 4
2993, 13, 2, 4
2994, 13, 2, 4
2995, 13, 2, 4
2996, 13, 2, 4
2997, 13, 2, 4
2998, 13, 2, 4
2999, 13, 2, 4
3000, 13, 2, 4
3001, 13, 2, 4
3002, 13, 2, 4
3003, 13, 2, 4
3004, 13, 2, 4
3005, 13, 2, 4
3006, 13, 2, 4
3007, 13, 2, 4
3008, 13, 2, 4
3009, 13, 2, 4
3010, 13, 2, 4
3011, 13, 2, 4
3012, 13, 2, 4
3013, 13, 2, 4
3014, 13, 2, 4
3015, 13, 2, 4
3016, 13, 2, 4
3017, 13, 2, 4
3018, 13, 2, 4
3019, 13, 2, 4
3020, 13, 2, 4
3021, 13, 2, 4
3023, 13, 2, 4
3024, 13, 2, 4
3025, 13, 2, 4
3026, 13, 2, 4
3027, 13, 2, 4
3028, 13, 2, 4
3029, 13, 2, 4
3030, 13, 2, 4
3031, 13, 2, 4
3032, 13, 2, 4
3033, 13, 2, 4
3034, 13, 2, 4
3035, 13, 2, 4
3036, 13, 2, 4
3037, 13, 2, 4
3038, 13, 2, 4
3039, 13, 2, 4
3040, 13, 2, 4
3041, 13, 2, 4
3042, 13, 2, 4
3044, 13, 2, 4
3045, 13, 2, 4
3046, 13, 2, 4
3047, 13, 2, 4
3048, 13, 2, 4
3049, 13, 2, 4
3050, 13, 2, 4
3051, 13, 2, 4
3052, 13, 2, 4
3053, 13, 2, 4
3054, 13, 2, 4
3055, 13, 2, 4
3056, 13, 2, 4
3057, 13, 2, 4
3058, 13, 2, 4
3059, 13, 2, 4
3060, 13, 2, 4
3061, 13, 2, 4
3062, 13, 2, 4
3063, 13, 2, 4
3064, 13, 2, 4
3065, 13, 2, 4
3066, 13, 2, 4
3067, 13, 2, 4
3068, 13, 2, 4
3069, 13, 2, 4
3070, 13, 2, 4
3071, 13, 2, 4
3072, 13, 2, 4
3073, 13, 2, 4
3074, 13, 2, 4
3075, 13, 2, 4
3076, 13, 2, 4
3077, 13, 2, 4
3078, 13, 2, 4
3079, 13, 2, 4
3080, 13, 2, 4
3081, 13, 2, 4
3082, 13, 2, 4
3083, 13, 2, 4
3084, 13, 2, 4
3085, 13, 2, 4
3086, 13, 2, 4
3087, 13, 2, 4
3088, 13, 2, 4
3089, 13, 2, 4
3090, 13, 2, 4
3091, 13, 2, 4
3092, 13, 2, 4
3093, 13, 2, 4
3094, 13, 2, 4
3095, 14, 1, 1
3096, 14, 1, 1
3097, 14, 1, 1
3098, 14, 1, 1
3099, 14, 1, 1
3100, 14, 1, 1
3101, 14, 1, 1
3102, 14, 1, 1
3103, 14, 1, 1
3104, 14, 1, 1
3105, 14, 1, 1
3106, 14, 1, 1
3107, 14, 1, 1
3108, 14, 1, 1
3109, 14, 1, 1
3110, 14, 1, 1
3111, 14, 1, 1
3112, 14, 1, 1
3113, 14, 1, 1
3114, 14, 1, 1
3115, 14, 1, 1
3116, 14, 1, 1
3117, 14, 1, 1
3118, 14, 1, 1
3119, 14, 1, 1
3120, 14, 1, 1
3121, 14, 1, 1
3122, 14, 1, 1
3123, 14, 1, 1
3124, 14, 1, 1
3125, 14, 1, 1
3126, 14, 1, 1
3127, 14, 1, 1
3128, 14, 1, 1
3129, 14, 1, 1
3130, 14, 1, 1
3131, 14, 1, 1
3132, 14, 1, 1
3134, 14, 1, 1
3135, 14, 1, 1
3136, 14, 1, 1
3137, 14, 1, 1
3138, 14, 1, 1
3139, 14, 1, 1
3140, 14, 1, 1
3142, 14, 1, 1
3143, 14, 1, 1
3144, 14, 1, 1
3145, 14, 1, 1
3146, 14, 1, 1
3147, 14, 1, 1
3148, 14, 1, 1
3149, 14, 1, 1
3150, 14, 1, 1
3151, 14, 1, 1
3152, 14, 1, 1
3153, 14, 1, 1
3154, 14, 1, 1
3155, 14, 1, 1
3156, 14, 1, 1
3157, 14, 1, 1
3158, 14, 1, 1
3159, 14, 1, 1
3160, 14, 1, 1
3161, 14, 1, 1
3162, 14, 1, 1
3163, 14, 1, 1
3164, 14, 1, 1
3165, 14, 1, 1
3166, 14, 1, 1
3167, 14, 1, 1
3168, 14, 1, 1
3169, 14, 1, 1
3170, 14, 1, 1
3171, 14, 1, 1
3172, 14, 1, 1
3173, 14, 1, 1
3174, 14, 1, 1
3175, 14, 1, 1
3176, 14, 1, 1
3177, 14, 1, 1
3178, 14, 1, 1
3179, 14, 1, 1
3180, 14, 1, 1
3181, 14, 1, 1
3182, 14, 1, 1
3183, 14, 1, 1
3184, 14, 1, 1
3185, 14, 1, 1
3186, 14, 1, 1
3187, 14, 1, 1
3188, 14, 1, 1
3189, 14, 1, 1
3190, 14, 1, 1
3191, 14, 1, 1
3192, 14, 1, 1
3193, 14, 1, 1
3194, 14, 1, 1
3195, 14, 1, 1
3196, 14, 1, 1
3197, 14, 1, 1
3198, 14, 1, 1
3199, 14, 1, 1
3200, 14, 1, 1
3201, 14, 1, 1
3202, 14, 1, 1
3203, 14, 1, 1
3204, 14, 1, 1
3205, 14, 1, 1
3206, 14, 1, 1
3207, 14, 1, 1
3208, 14, 1, 1
3209, 14, 1, 1
3210, 14, 1, 1
3211, 14, 1, 1
3212, 14, 1, 1
3213, 14, 1, 1
3214, 14, 1, 1
3215, 14, 1, 1
3216, 14, 1, 1
3217, 14, 1, 1
3218, 14, 1, 1
3219, 14, 1, 1
3220, 14, 1, 1
3221, 14, 1, 1
3222, 14, 1, 1
3223, 14, 1, 1
3224, 14, 1, 1
3225, 14, 1, 1
3226, 14, 1, 1
3227, 14, 1, 1
3228, 14, 1, 1
3229, 14, 1, 1
3230, 14, 1, 1
3231, 14, 1, 1
3232, 14, 1, 1
3233, 14, 1, 1
3234, 14, 1, 1
3235, 14, 1, 1
3236, 14, 1, 1
3237, 14, 1, 1
3238, 14, 1, 1
3239, 14, 1, 1
3240, 14, 1, 1
3241, 14, 1, 1
3242, 14, 1, 1
3243, 14, 1, 1
3244, 14, 1, 1
3245, 14, 1, 1
3246, 14, 1, 1
3247, 14, 1, 1
3248, 14, 1, 1
3249, 14, 1, 1
3250, 14, 1, 1
3251, 14, 1, 1
3252, 14, 1, 1
3253, 14, 1, 1
3254, 14, 1, 1
3255, 14, 1, 1
3256, 14, 1, 1
3257, 14, 1, 1
3258, 14, 1, 1
3259, 14, 1, 1
3260, 14, 1, 1
3261, 14, 1, 1
3262, 14, 1, 1
3263, 14, 1, 1
3264, 14, 1, 1
3265, 14, 1, 1
3266, 14, 1, 1
3267, 14, 1, 1
3268, 14, 1, 1
3269, 14, 1, 1
3270, 14, 1, 1
3271, 14, 1, 1
3272, 14, 1, 1
3273, 14, 1, 1
3276, 14, 1, 1
3277, 14, 1, 1
3278, 14, 1, 1
3282, 14, 1, 1
3283, 14, 1, 1
3284, 14, 1, 1
3285, 14, 1, 1
3286, 14, 1, 1
3287, 14, 1, 1
3288, 14, 1, 1
3290, 14, 1, 1
3293, 14, 1, 1
3294, 14, 1, 1
3295, 14, 1, 1
3296, 14, 1, 1
3297, 14, 1, 1
3298, 14, 1, 1
3299, 14, 1, 1
3300, 14, 1, 1
3301, 14, 1, 1
3302, 14, 1, 1
3304, 14, 1, 1
3305, 14, 1, 1
3306, 14, 1, 1
3307, 14, 1, 1
3308, 14, 1, 1
3309, 14, 1, 1
3310, 14, 1, 1
3311, 14, 1, 1
3312, 14, 1, 1
3313, 14, 1, 1
3314, 14, 1, 1
3315, 14, 1, 1
3316, 14, 1, 1
3317, 14, 1, 1
3318, 14, 1, 1
3319, 14, 1, 1
3320, 14, 1, 1
3321, 14, 1, 1
3322, 14, 1, 1
3323, 14, 1, 1
3324, 14, 1, 1
3325, 14, 1, 1
3326, 14, 1, 1
3327, 14, 1, 1
3328, 14, 1, 1
3329, 14, 1, 1
3330, 14, 1, 1
3331, 14, 1, 1
3332, 14, 1, 1
3333, 14, 1, 1
3334, 14, 1, 1
3335, 14, 1, 1
3336, 14, 1, 1
3337, 14, 1, 1
3338, 14, 1, 1
3339, 14, 1, 1
3340, 14, 1, 1
3341, 14, 1, 1
3342, 14, 1, 1
3343, 14, 1, 1
3344, 14, 1, 1
3345, 14, 1, 1
3346, 14, 1, 1
3347, 14, 1, 1
3348, 14, 1, 1
3349, 14, 1, 1
3350, 14, 1, 1
3351, 14, 1, 1
3352, 14, 1, 1
3353, 14, 1, 1
3354, 14, 1, 1
3355, 14, 1, 1
3356, 14, 1, 1
3357, 14, 1, 1
3358, 14, 1, 1
3359, 14, 1, 1
3360, 14, 1, 1
3361, 14, 1, 1
3362, 14, 1, 1
3363, 14, 1, 1
3364, 14, 1, 1
3365, 14, 1, 1
3366, 14, 1, 1
3367, 14, 1, 1
3368, 14, 1, 1
3369, 14, 1, 1
3370, 14, 1, 1
3371, 14, 1, 1
3372, 14, 1, 1
3373, 14, 1, 1
3374, 14, 1, 1
3375, 14, 1, 1
3376, 14, 1, 1
3377, 14, 1, 1
3378, 14, 1, 1
3379, 14, 1, 1
3380, 14, 1, 1
3381, 14, 1, 1
3382, 14, 1, 1
3383, 14, 1, 1
3384, 14, 1, 1
3385, 14, 1, 1
3386, 14, 1, 1
3387, 14, 1, 1
3388, 14, 1, 1
3389, 14, 1, 1
3390, 14, 1, 1
3391, 14, 1, 1
3392, 14, 1, 1
3393, 14, 1, 1
3394, 14, 1, 1
3395, 14, 1, 1
3396, 14, 1, 1
3397, 14, 1, 1
3398, 14, 1, 1
3399, 14, 1, 1
3400, 14, 1, 1
3401, 14, 1, 1
3402, 14, 1, 1
3403, 14, 1, 1
3404, 14, 1, 1
3405, 14, 1, 1
3406, 14, 1, 1
3407, 14, 1, 1
3408, 14, 1, 1
3409, 14, 1, 1
3410, 14, 1, 1
3411, 14, 1, 1
3412, 14, 1, 1
3413, 14, 1, 1
3414, 14, 1, 1
3415, 14, 1, 1
3416, 14, 1, 1
3417, 14, 1, 1
3418, 14, 1, 1
3419, 14, 1, 1
3420, 14, 1, 1
3421, 14, 1, 1
3422, 14, 1, 1
3423, 14, 1, 1
3424, 14, 1, 1
3425, 14, 1, 1
3426, 14, 1, 1
3427, 14, 1, 1
3428, 14, 1, 1
3429, 14, 1, 1
3430, 14, 1, 1
3431, 14, 1, 1
3432, 14, 1, 1
3433, 14, 1, 1
3434, 14, 1, 1
3435, 14, 1, 1
3436, 14, 1, 1
3437, 14, 1, 1
3438, 14, 1, 1
3439, 14, 1, 1
3440, 14, 1, 1
3441, 14, 1, 1
3442, 14, 1, 1
3443, 14, 1, 1
3444, 14, 1, 1
3445, 14, 1, 1
3446, 14, 1, 1
3447, 14, 1, 1
3448, 14, 1, 1
3449, 14, 1, 1
3450, 14, 1, 1
3451, 14, 1, 1
3452, 14, 1, 1
3453, 14, 1, 1
3454, 14, 1, 1
3455, 14, 1, 1
3456, 14, 1, 1
3457, 14, 1, 1
3458, 14, 1, 1
3459, 14, 1, 1
3460, 14, 1, 1
3461, 14, 1, 1
3462, 14, 1, 1
3463, 14, 1, 1
3464, 14, 1, 1
3465, 14, 1, 1
3466, 14, 1, 1
3467, 14, 1, 1
3468, 14, 1, 1
3469, 14, 1, 1
3470, 14, 1, 1
3471, 14, 1, 1
3472, 14, 1, 1
3473, 14, 1, 1
3474, 14, 1, 1
3475, 14, 1, 1
3476, 14, 1, 1
3477, 14, 1, 1
3478, 14, 1, 1
3479, 14, 1, 1
3480, 14, 1, 1
3481, 14, 1, 1
3482, 14, 1, 1
3483, 14, 1, 1
3484, 14, 1, 1
3485, 14, 1, 1
3486, 14, 1, 1
3487, 14, 1, 1
3488, 14, 1, 1
3489, 14, 1, 1
3490, 14, 1, 1
3491, 14, 1, 1
3492, 14, 1, 1
3494, 14, 1, 1
3495, 14, 1, 1
3496, 14, 1, 1
3497, 14, 1, 1
3498, 14, 1, 1
3499, 14, 1, 1
3500, 14, 1, 1
3504, 14, 1, 1
3505, 14, 1, 1
3506, 14, 1, 1
3507, 14, 1, 1
3508, 14, 1, 1
3509, 14, 1, 1
3510, 14, 1, 1
3511, 14, 1, 1
3512, 14, 1, 1
3513, 14, 1, 1
3514, 14, 1, 1
3515, 14, 1, 1
3516, 14, 1, 1
3517, 14, 1, 1
3518, 14, 1, 1
3519, 14, 1, 1
3520, 14, 1, 1
3521, 14, 1, 1
3522, 14, 1, 1
3523, 14, 1, 1
3524, 14, 1, 1
3526, 14, 1, 1
3527, 14, 1, 1
3528, 14, 1, 1
3529, 14, 1, 1
3530, 14, 1, 1
3531, 14, 1, 1
3532, 14, 1, 1
3533, 14, 1, 1
3534, 14, 1, 1
3535, 14, 1, 1
3537, 14, 1, 1
3538, 14, 1, 1
3539, 14, 1, 1
3540, 14, 1, 1
3541, 14, 1, 1
3542, 14, 1, 1
3543, 14, 1, 1
3544, 14, 1, 1
3545, 14, 1, 1
3546, 14, 1, 1
3547, 14, 1, 1
3548, 14, 1, 1
3549, 14, 1, 1
3550, 14, 1, 1
3551, 14, 1, 1
3552, 14, 1, 1
3553, 14, 1, 1
3554, 14, 1, 1
3555, 14, 1, 1
3556, 14, 1, 1
3557, 14, 1, 1
3558, 14, 1, 1
3559, 14, 1, 1
3560, 14, 1, 1
3561, 14, 1, 1
3562, 14, 1, 1
3563, 14, 1, 1
3564, 14, 1, 1
3565, 14, 1, 1
3566, 14, 1, 1
3567, 14, 1, 1
3568, 14, 1, 1
3569, 14, 1, 1
3570, 14, 1, 1
3571, 14, 1, 1
3572, 14, 1, 1
3573, 14, 1, 1
3574, 14, 1, 1
3575, 14, 1, 1
3576, 14, 1, 1
3577, 14, 1, 1
3578, 14, 1, 1
3579, 14, 1, 1
3580, 14, 1, 1
3581, 14, 1, 1
3582, 14, 1, 1
3583, 14, 1, 1
3584, 14, 1, 1
3585, 14, 1, 1
3586, 14, 1, 1
3587, 14, 1, 1
3588, 14, 1, 1
3589, 14, 1, 1
3590, 14, 1, 1
3591, 14, 1, 1
3592, 14, 1, 1
3593, 14, 1, 1
3594, 14, 1, 1
3595, 14, 1, 1
3596, 14, 1, 1
3597, 14, 1, 1
3598, 14, 1, 1
3599, 14, 1, 1
3600, 14, 1, 1
3601, 14, 1, 1
3602, 14, 1, 1
3603, 14, 1, 1
3604, 14, 1, 1
3605, 14, 1, 1
3606, 14, 1, 1
3607, 14, 1, 1
3608, 14, 1, 1
3609, 14, 1, 1
3610, 14, 1, 1
3611, 14, 1, 1
3612, 14, 1, 1
3613, 14, 1, 1
3614, 14, 1, 1
3615, 14, 1, 1
3616, 14, 1, 1
3617, 14, 1, 1
3618, 14, 1, 1
3619, 14, 1, 1
3620, 14, 1, 1
3621, 14, 1, 1
3622, 14, 1, 1
3623, 14, 1, 1
3624, 14, 1, 1
3625, 14, 1, 1
3626, 14, 1, 1
3627, 14, 1, 1
3628, 14, 1, 1
3629, 14, 1, 1
3630, 14, 1, 1
3631, 14, 1, 1
3632, 14, 1, 1
3633, 14, 1, 1
3634, 14, 1, 1
3635, 14, 1, 1
3636, 14, 1, 1
3637, 14, 1, 1
3638, 14, 1, 1
